"","ch_in","cum_n_tips","cum_max_friends","cum_max_u_elite","cum_max_us_fans","cum_max_us_rev","male","female"
"18735",0,1,1143,2,140,481,0,1
"19741",0,2,1143,2,140,481,0,1
"20306",0,3,1143,4,140,481,0,2
"20477",1,4,1143,4,140,481,0,2
"20658",0,5,1143,4,140,481,0,3
"21027",1,6,1143,4,140,481,0,4
"22271",0,7,1143,4,140,481,0,5
"24903",1,8,1143,4,140,481,1,5
"25181",0,9,1143,4,140,481,2,5
"25651",0,10,1143,4,140,840,3,5
"25818",0,11,3198,9,378,1431,4,5
"14611",0,1,388,4,24,304,1,0
"27687",1,2,388,7,24,304,1,1
"6224",0,1,293,2,25,510,0,1
"18785",1,2,388,4,25,510,1,1
"19850",1,3,388,4,25,510,1,2
"2792",0,1,361,9,43,423,0,1
"4722",0,2,949,9,47,437,1,1
"7754",0,3,949,9,48,648,1,2
"4827",0,1,2916,9,219,1664,0,1
"18127",1,2,2916,9,219,1664,0,2
"25018",0,3,2916,9,219,1664,1,2
"25565",1,4,2916,9,219,1664,1,3
"1283",0,1,13,10,0,20,1,0
"4296",1,2,18,7,4,255,2,0
"9687",0,3,1247,9,283,2421,3,0
"12670",0,4,1247,9,283,2421,3,0
"15697",0,5,1247,9,283,2421,4,0
"16367",0,6,1672,9,283,2421,4,1
"21153",0,7,1672,9,283,2421,5,1
"27225",0,8,1672,9,283,2421,5,1
"28968",1,9,1672,9,283,2421,5,1
"8180",0,1,32,10,0,48,0,1
"8280",0,2,1143,2,140,481,0,2
"8363",1,3,1143,2,140,481,0,2
"8600",0,4,1143,2,140,481,0,2
"8733",0,5,1143,2,140,481,0,2
"8784",1,6,1143,2,140,481,0,2
"8804",0,8,1143,2,140,481,0,2
"8844",0,9,1997,6,309,858,0,2
"8854",0,10,1997,6,309,858,0,2
"8862",0,12,1997,6,309,858,0,2
"8883",0,13,1997,6,309,858,0,2
"8919",0,14,1997,6,309,858,0,2
"8966",0,15,1997,6,309,858,0,2
"9247",0,16,1997,6,309,858,0,2
"9274",0,18,1997,6,309,858,0,2
"9281",1,19,1997,6,309,858,0,2
"9313",0,20,1997,6,309,858,0,2
"9480",0,22,1997,6,309,858,0,2
"9504",0,23,1997,6,309,858,0,2
"9544",1,24,1997,6,309,858,0,2
"9568",0,25,1997,6,309,858,0,2
"9602",0,26,1997,6,309,858,0,2
"9616",0,28,1997,6,309,858,0,2
"9653",0,29,1997,6,309,858,0,2
"9677",1,30,1997,6,309,858,0,2
"9742",0,32,1997,6,309,858,0,2
"9757",1,33,1997,6,309,858,0,2
"9854",1,34,1997,6,309,858,0,2
"9881",0,35,1997,6,309,858,0,2
"10054",1,36,1997,6,309,858,0,2
"10218",1,37,1997,6,309,858,0,2
"10832",0,38,1997,6,309,858,0,2
"10890",0,39,1997,6,309,858,0,2
"10989",0,40,1997,6,309,858,0,2
"11031",0,41,1997,6,309,858,0,2
"11159",0,42,1997,6,309,858,0,2
"11214",0,43,1997,6,309,858,0,2
"11683",0,44,1997,6,309,858,0,2
"12150",0,45,1997,6,309,858,0,3
"12221",0,46,1997,6,309,858,0,3
"13076",1,47,1997,6,309,858,0,3
"14055",0,49,1997,6,309,858,0,3
"14154",0,50,1997,6,309,858,0,3
"14163",0,51,1997,6,309,858,0,3
"14655",0,52,1997,6,309,858,0,4
"18037",0,53,1997,6,309,858,0,4
"24745",0,54,1997,6,309,858,0,5
"25021",0,55,1997,6,309,858,0,6
"9667",0,1,904,7,178,1606,1,0
"9675",0,2,904,9,178,1606,1,1
"9987",0,3,904,9,178,1606,1,1
"11344",0,4,904,9,178,1606,1,1
"11643",0,5,904,9,178,1606,2,1
"12547",0,6,1143,9,178,1606,2,2
"14542",0,7,1466,9,178,1606,2,3
"14592",0,8,1466,9,178,1606,2,4
"14902",0,9,1466,9,178,1606,2,5
"21711",0,10,1466,9,178,1606,2,6
"23903",0,11,1466,9,178,1606,2,6
"19484",0,1,4,8,0,46,1,0
"19512",0,2,35,7,1,46,1,1
"19591",0,3,76,9,1,46,1,2
"21071",0,5,1801,7,228,428,2,2
"22351",0,6,1801,9,228,540,2,3
"23738",0,7,1801,9,228,540,2,4
"24300",0,8,1801,9,228,540,2,4
"24345",0,9,1801,9,228,540,2,4
"26247",0,10,1801,9,228,540,2,4
"26599",0,11,1801,9,228,540,2,4
"27121",0,12,1801,9,228,540,2,5
"29075",0,13,1801,9,228,540,2,6
"29140",0,14,1801,9,228,540,2,7
"5141",0,1,210,9,8,69,1,0
"7546",0,3,1143,2,140,481,1,1
"26782",1,1,1299,2,153,206,0,1
"20294",0,1,1143,2,140,481,0,1
"21287",0,2,1143,2,140,481,0,2
"21987",0,3,1143,2,140,481,0,3
"24038",0,4,1143,2,140,481,0,4
"17901",1,1,1997,6,309,858,0,1
"18583",0,2,1997,6,309,858,0,1
"19803",1,3,1997,6,309,858,1,1
"22862",0,4,1997,6,309,858,1,2
"13682",0,1,363,1,13,81,0,0
"16151",0,2,363,1,13,81,1,0
"16503",0,3,363,1,13,87,1,1
"18032",0,4,363,1,13,87,1,2
"6818",0,1,356,9,27,593,1,0
"9638",0,2,1193,7,122,593,1,1
"10544",1,3,1193,7,122,593,2,1
"16047",0,4,1193,7,122,593,2,2
"16246",0,5,1193,7,122,593,2,3
"5300",0,2,50,7,1,47,0,1
"23597",0,1,171,3,13,446,0,1
"23649",0,2,171,3,13,446,0,1
"25645",0,3,171,3,13,446,0,2
"26031",0,4,564,3,63,493,0,3
"26059",0,5,564,3,63,493,0,3
"27242",0,6,564,9,63,1530,0,4
"27577",0,7,591,9,88,1530,0,5
"28047",0,8,591,9,88,1530,0,6
"28544",0,9,591,9,88,1530,0,7
"29163",0,10,591,9,88,1530,0,7
"478",0,1,425,3,11,150,1,0
"582",0,2,425,9,55,753,1,1
"1770",0,3,3094,9,55,753,2,1
"1870",0,4,3094,9,76,753,2,2
"2277",0,5,3094,9,76,753,3,2
"2313",0,6,3094,9,76,753,3,2
"2526",0,7,3094,9,596,2963,3,3
"3243",0,8,3094,9,596,2963,3,3
"3525",0,9,3094,9,596,2963,3,4
"4301",0,10,3094,9,596,2963,3,4
"4417",0,11,3094,9,596,2963,4,4
"4868",0,12,3094,9,596,2963,4,4
"5218",0,13,3094,9,596,2963,4,4
"5606",0,14,3094,9,596,2963,4,4
"6822",0,15,3094,9,596,2963,5,4
"7217",0,16,3094,9,596,2963,5,5
"8033",0,17,3094,9,596,2963,5,6
"13713",0,18,3094,9,596,2963,6,6
"13817",0,19,3094,9,596,2963,6,7
"14528",0,20,3094,9,596,2963,7,7
"14711",1,21,3094,9,596,2963,7,8
"14737",0,22,3094,9,596,2963,7,9
"16407",0,23,3094,9,596,2963,7,9
"16423",1,24,3094,9,596,2963,7,10
"10231",0,1,468,9,1,8,1,0
"10562",0,2,468,3,20,162,1,1
"11200",0,4,3975,6,730,907,2,2
"11642",0,5,3975,6,730,907,2,3
"12400",0,6,3975,6,730,907,3,3
"13427",0,7,3975,6,730,907,3,4
"14207",0,10,3975,7,730,907,4,4
"14679",0,11,3975,7,730,907,4,4
"17566",0,12,3975,7,730,907,4,5
"17922",0,13,3975,7,730,907,4,6
"19093",0,14,3975,7,730,4321,4,7
"20992",0,15,3975,7,730,4321,5,7
"21841",0,16,3975,7,730,4321,5,7
"22443",0,17,3975,7,730,4321,5,7
"23065",0,18,3975,7,730,4321,5,7
"24609",0,19,3975,7,730,4321,5,8
"25334",0,20,3975,7,730,4321,6,8
"25529",0,21,3975,7,730,4321,6,8
"25886",0,22,3975,7,730,4321,6,9
"27086",0,23,3975,7,730,4321,6,9
"27247",0,24,3975,7,730,4321,6,9
"27991",0,25,3975,7,730,4321,6,10
"2091",0,1,302,8,63,866,0,1
"5000",0,2,302,8,63,866,0,2
"3857",0,1,166,11,0,21,0,0
"5157",0,2,166,2,6,92,1,0
"5880",0,3,1143,2,140,481,1,1
"6658",0,4,1143,2,140,481,1,1
"7219",0,5,1143,2,140,481,1,1
"8785",1,6,1779,7,210,1196,1,2
"9837",1,7,1779,7,210,1196,1,2
"12551",1,8,1997,7,309,1196,1,2
"14282",0,9,1997,7,309,1196,1,3
"14297",0,10,1997,7,309,1196,1,4
"18496",1,11,1997,7,309,1196,1,4
"18629",1,12,1997,7,309,1196,1,5
"27531",0,13,1997,7,309,1196,1,6
"28515",0,14,1997,7,309,1196,1,7
"338",0,1,13,11,0,20,1,0
"5621",0,2,13,11,0,20,1,0
"6580",0,3,1058,6,98,420,1,1
"6671",0,4,1193,7,122,420,1,2
"8636",0,5,1193,7,122,631,2,2
"14426",0,6,1193,7,122,631,2,2
"22564",1,7,1193,7,122,631,2,3
"22600",0,8,1193,7,122,631,2,4
"23138",0,9,1193,7,122,631,2,4
"25917",0,10,1193,7,122,631,2,5
"26685",1,11,1193,7,122,631,3,5
"479",0,1,3975,3,730,907,0,1
"488",0,2,3975,3,730,907,1,1
"2314",0,3,3975,3,730,907,1,1
"4147",0,4,3975,3,730,907,1,2
"10216",0,5,3975,3,730,907,1,3
"14557",0,6,3975,3,730,907,2,3
"16083",0,7,3975,4,730,907,2,4
"18005",1,8,3975,4,730,907,2,5
"19569",1,9,3975,4,730,907,2,6
"24838",1,10,3975,4,730,907,2,6
"25605",0,11,3975,4,730,907,2,7
"23980",0,1,564,3,63,493,0,1
"25627",1,2,1135,5,133,493,0,2
"462",1,1,252,9,55,753,0,1
"532",0,2,961,9,90,1019,1,1
"1856",0,3,3094,9,90,1019,2,1
"2346",0,4,3094,9,90,1019,3,1
"3833",0,5,3094,9,90,1019,3,2
"4511",0,7,3094,9,90,1019,4,3
"7344",0,8,3094,9,90,1019,4,3
"7653",0,9,3094,9,90,1019,4,4
"9567",0,10,3094,9,90,1019,5,4
"11005",0,11,3094,9,122,1019,5,5
"11365",0,12,3094,9,122,1019,5,5
"12063",0,13,3094,9,122,1019,6,5
"12382",0,14,3094,9,122,1019,6,6
"19266",1,15,3094,9,122,1019,6,7
"4472",0,1,85,1,10,301,0,0
"7642",0,2,709,4,112,588,1,0
"8446",0,3,709,4,112,588,1,1
"8918",0,4,709,4,112,588,1,2
"8944",0,5,709,4,112,588,2,2
"10889",0,6,709,4,112,588,3,2
"11478",0,7,709,4,112,588,3,3
"17018",0,8,709,6,112,588,3,4
"20141",0,9,709,6,112,588,3,5
"26352",0,10,709,6,112,588,3,6
"28316",1,11,709,7,112,588,3,7
"3769",0,1,709,4,112,588,1,0
"4471",0,2,709,4,112,588,1,0
"7267",0,3,709,4,112,588,1,0
"14040",1,4,709,4,112,588,1,0
"15999",0,1,394,6,21,358,0,1
"16627",0,2,394,6,21,358,1,1
"16963",0,3,394,6,21,358,1,1
"19631",0,1,3022,7,641,4321,0,1
"19710",0,2,3022,7,641,4321,1,1
"20311",0,4,3022,7,641,4321,2,1
"20605",1,4,430,6,50,631,2,1
"22209",0,5,3022,7,641,4321,2,2
"23457",0,5,583,13,415,3061,2,2
"23966",0,6,583,13,415,3061,2,3
"24771",0,6,3022,7,641,4321,3,2
"25382",1,7,583,13,415,3061,2,3
"25653",1,8,583,13,415,3061,2,4
"25684",1,7,3022,7,641,4321,3,3
"25979",1,9,583,13,415,3061,2,5
"26047",1,10,583,13,415,3061,3,5
"5976",0,1,123,9,3,35,1,0
"6449",0,2,129,11,4,56,1,1
"7192",0,3,603,3,33,194,1,1
"8238",0,4,709,4,112,588,2,1
"8430",0,5,709,4,112,588,3,1
"8803",0,6,709,4,112,588,4,1
"10053",0,7,709,4,112,588,5,1
"10675",0,8,1997,6,309,858,5,2
"10919",0,9,1997,6,309,858,5,3
"11350",0,10,1997,8,309,1457,6,3
"12068",0,11,1997,8,309,1457,6,3
"12168",0,12,1997,8,309,1457,6,4
"12637",0,13,1997,8,309,1457,6,4
"12984",0,14,1997,8,309,1457,6,4
"13620",0,15,1997,8,309,1457,6,4
"14960",0,16,3378,8,912,4308,7,4
"15062",0,17,3378,12,912,4308,7,5
"15366",0,18,3378,12,912,4308,8,5
"15401",0,19,3378,12,912,4308,8,6
"16196",0,20,3378,12,912,4308,8,6
"16585",0,21,3378,12,912,4308,8,6
"17482",0,22,3378,12,912,4308,8,7
"22907",0,23,3378,12,912,4308,8,8
"23479",0,24,3378,12,912,4308,8,8
"23830",0,25,3378,12,912,4308,8,9
"10705",0,1,273,5,52,613,0,1
"12364",0,2,3975,5,730,907,0,2
"12627",0,3,3975,5,730,907,1,2
"13022",0,4,3975,5,730,907,1,3
"324",0,1,208,2,11,97,0,1
"379",0,2,425,3,11,150,1,1
"696",0,3,603,3,33,194,1,1
"1279",0,4,603,8,33,291,1,2
"2743",0,5,603,8,33,291,1,2
"4132",0,6,603,8,33,291,1,2
"4175",0,7,603,8,33,291,1,2
"7126",0,8,924,8,54,437,2,2
"13345",0,9,924,8,112,588,3,2
"16991",1,10,924,8,112,588,3,2
"18770",0,11,3022,8,641,4321,3,3
"19424",0,12,3022,8,641,4321,3,4
"19600",0,13,3022,8,641,4321,3,5
"20736",0,14,3022,8,641,4321,3,5
"22498",0,15,3022,8,641,4321,3,5
"22753",0,17,3022,8,641,4321,3,5
"24255",0,18,3022,8,641,4321,3,6
"26069",0,19,3022,8,641,4321,3,6
"20647",0,1,14,7,1,114,0,0
"21546",0,2,14,9,1,114,0,1
"8431",0,1,425,3,11,150,1,0
"8549",0,2,718,4,79,204,1,1
"10844",0,4,2916,9,219,1664,1,2
"11924",0,5,2916,9,219,1664,1,3
"12113",0,7,2916,9,251,1664,2,4
"12253",0,8,2916,9,251,1664,2,5
"12672",0,9,2916,9,251,1664,2,5
"12681",0,11,2916,9,251,1664,2,6
"13271",0,12,2916,9,251,1664,3,6
"13520",0,13,2916,9,251,1664,3,7
"13582",0,14,2916,9,251,1664,3,8
"13956",1,15,2916,9,251,1664,3,8
"14389",0,16,2916,9,251,1664,3,8
"19382",0,17,2916,9,251,1664,3,8
"22273",1,1,430,8,50,631,1,0
"4927",0,1,532,6,30,443,0,1
"11906",0,2,532,6,50,631,1,1
"18149",1,3,532,6,50,631,1,1
"20705",0,4,532,6,50,631,2,1
"21586",0,5,1613,7,148,727,3,1
"23849",0,6,1613,7,148,727,3,2
"24058",0,7,1613,7,148,727,3,2
"26526",0,8,1613,7,148,727,3,2
"27119",1,1,1060,9,183,540,0,1
"24003",1,1,1466,3,62,138,0,1
"28276",1,2,1466,3,62,230,0,1
"19885",0,1,3198,9,378,1431,1,0
"20176",0,2,3198,9,378,1431,1,1
"21648",0,3,3198,9,378,1431,1,2
"22238",0,4,3198,9,378,1431,1,3
"23840",0,5,3198,9,378,1431,1,4
"23878",0,6,3198,9,378,1431,1,5
"24242",0,7,3198,9,378,1431,1,6
"24600",0,8,3198,9,378,1431,1,7
"25130",0,9,3198,9,378,1431,2,7
"26147",0,10,3198,9,378,1431,2,8
"26294",0,11,3198,9,378,1431,2,9
"26390",0,12,3198,9,378,1431,2,9
"26705",0,13,3198,9,378,1431,3,9
"26799",0,14,3198,9,378,1431,3,10
"27685",0,15,3198,9,378,1431,3,10
"28799",1,16,3198,9,378,1431,3,10
"25898",1,1,3022,7,641,4321,0,1
"26022",0,2,3022,7,641,4321,0,2
"27193",0,3,3022,7,641,4321,0,3
"27414",0,4,3022,7,641,4321,1,3
"27584",0,5,3022,7,641,4321,1,4
"27609",1,6,3022,7,641,4321,2,4
"3588",0,1,356,11,27,593,1,0
"6358",0,2,591,9,88,734,1,1
"12225",0,3,591,9,88,734,1,2
"12251",0,4,672,9,88,734,2,2
"12688",0,5,672,9,88,734,2,3
"15153",0,6,672,9,88,734,2,4
"20376",0,7,672,9,137,1052,3,4
"23692",0,8,672,9,137,1052,3,5
"25904",1,9,672,9,137,1052,3,6
"1575",0,1,469,3,46,152,0,1
"2436",0,2,469,8,46,713,1,1
"4957",0,4,469,8,46,713,1,2
"8987",0,5,469,8,46,713,2,2
"9397",0,6,469,8,46,713,2,2
"28054",1,7,469,8,46,713,2,2
"27061",0,1,166,2,16,73,0,1
"28321",0,2,328,6,52,698,1,1
"1835",0,1,361,9,43,423,0,1
"1999",0,2,1193,9,122,423,0,2
"2383",0,3,1193,9,122,423,0,3
"2495",0,4,1193,9,122,423,0,3
"2550",0,5,1193,9,122,423,0,3
"2902",0,6,1193,9,122,437,1,3
"3152",0,7,1193,9,122,437,1,3
"3163",0,8,1193,9,122,437,1,3
"3191",1,9,1193,9,122,437,1,3
"3238",0,10,1193,9,122,437,1,3
"3850",0,11,1193,9,122,437,1,4
"3944",0,12,1193,9,122,437,1,4
"4392",0,13,1193,9,122,437,1,4
"4400",0,14,1193,9,122,437,1,5
"4637",1,15,1193,9,122,437,1,5
"4813",0,17,1193,9,122,437,1,6
"5398",0,18,1193,9,122,437,1,6
"6140",0,19,1193,9,122,437,1,6
"6336",0,20,1193,9,122,437,1,6
"6594",0,21,1193,9,122,437,1,6
"6987",0,22,1193,9,122,437,1,6
"7299",0,23,1193,9,122,437,1,6
"7501",0,24,1193,9,122,437,1,6
"8608",0,26,1193,9,122,437,1,6
"10203",0,27,1193,9,122,437,1,6
"11110",0,28,1193,9,122,437,1,6
"11577",0,29,1193,9,122,437,1,7
"14756",0,30,1193,9,122,437,1,7
"15156",0,31,1193,9,122,437,1,8
"18635",1,32,1193,9,122,437,1,9
"20372",0,33,1193,9,122,437,1,10
"21280",1,34,1193,9,122,437,2,10
"22467",0,35,1193,9,122,493,2,11
"22645",0,36,1193,9,122,493,2,12
"4729",0,1,603,3,33,194,0,0
"4818",0,2,603,9,55,753,0,1
"5459",0,3,603,9,55,753,0,1
"6070",0,4,603,9,55,753,1,1
"6094",0,5,718,9,79,753,1,2
"6142",0,7,1014,9,79,852,1,3
"6291",0,8,1014,9,79,852,1,3
"6299",0,9,1014,9,79,852,2,3
"6450",0,10,1014,9,79,852,2,3
"6864",0,11,1014,9,79,852,2,3
"8982",0,12,1014,9,79,852,2,4
"9501",0,13,1535,9,251,1184,2,5
"9834",0,15,1997,9,309,1184,2,6
"10585",0,16,1997,9,309,1184,3,6
"12807",0,17,1997,9,309,1184,3,7
"14227",0,18,1997,9,309,1184,3,8
"15837",0,19,1997,9,309,1184,3,8
"17255",0,20,1997,9,309,1184,3,9
"18506",0,21,1997,9,309,1184,4,9
"18544",0,22,1997,9,309,1184,5,9
"21594",0,23,1997,9,309,1184,6,9
"22370",0,24,1997,9,309,1184,6,10
"27957",0,25,1997,9,309,1184,6,11
"22124",1,3,433,8,63,457,1,1
"22142",0,4,433,8,63,457,1,1
"22305",0,5,433,8,63,457,2,1
"22516",0,6,433,8,63,457,2,2
"23102",0,7,433,8,63,457,3,2
"23375",0,8,433,8,63,457,3,3
"23736",0,1,527,11,0,23,1,0
"23828",0,2,536,3,50,313,1,1
"24553",0,3,536,3,50,313,1,2
"24601",0,9,583,13,415,3061,3,4
"24608",0,4,3198,9,378,1431,2,2
"24648",0,10,840,13,415,3061,4,4
"25190",0,11,1613,13,415,3061,5,4
"25448",0,12,1613,13,415,3061,5,5
"25799",0,5,3198,9,378,1431,3,2
"25847",0,7,3198,9,378,1431,3,3
"26520",0,8,3198,9,378,1431,3,4
"28147",0,13,1613,13,415,3061,5,6
"28743",0,1,402,4,47,153,0,1
"28769",0,2,402,4,47,153,1,1
"1821",0,1,2916,9,219,1664,0,1
"2158",0,3,2916,9,219,1664,0,2
"2793",0,4,3975,9,730,1664,0,3
"4837",0,5,3975,9,730,1664,1,3
"13877",0,8,3975,9,730,1664,1,4
"14573",0,9,3975,9,730,1664,1,5
"19257",0,10,3975,9,730,1664,1,6
"20867",0,11,3975,9,730,1664,1,7
"25916",1,12,3975,9,730,1664,1,8
"27194",1,13,3975,9,730,1664,2,8
"15130",1,1,1295,10,6,74,1,0
"19391",0,2,1295,9,6,74,1,1
"22339",1,3,1295,9,6,74,1,2
"26335",0,4,1295,9,6,74,2,2
"27062",0,5,1295,7,6,74,3,2
"28713",1,6,1295,6,52,698,4,2
"27641",0,1,21,8,1,117,0,0
"23940",0,1,1135,5,133,410,0,1
"24004",0,2,1135,5,133,410,0,1
"25958",1,3,1135,5,133,410,0,1
"26380",0,4,1135,5,133,410,1,1
"564",0,2,3975,3,730,907,1,1
"830",0,3,3975,7,730,1185,1,2
"896",0,4,3975,9,730,1185,1,3
"956",1,5,3975,9,730,1664,1,4
"1790",0,6,3975,9,730,1664,1,4
"1813",0,7,3975,9,730,1664,1,5
"4635",0,8,3975,9,730,1664,1,5
"8076",0,10,3975,9,730,1664,1,5
"8237",0,11,3975,9,730,1664,2,5
"12008",1,13,3975,9,730,1664,3,5
"15057",0,14,3975,9,730,1664,4,5
"15850",0,15,3975,9,730,1664,4,5
"19399",1,16,3975,9,730,1664,4,6
"26686",0,1,1613,7,148,727,1,0
"27266",0,2,1613,7,166,727,1,1
"27585",0,3,1613,7,166,727,1,1
"28149",0,4,1613,7,166,727,1,1
"1139",0,1,18,11,4,255,1,0
"2106",0,2,18,10,4,255,1,0
"2876",0,3,1193,7,122,297,1,1
"3121",0,4,1193,7,122,297,2,1
"3296",0,5,1193,7,122,297,2,1
"3683",0,6,1193,7,122,297,2,1
"3852",0,7,1193,7,122,297,2,1
"3966",0,8,1193,7,122,297,2,1
"4158",0,9,1193,7,122,297,2,1
"4378",0,10,1193,7,122,297,2,1
"4608",0,11,1193,7,122,297,2,1
"5431",0,12,1193,7,122,297,2,1
"6206",0,13,1193,7,122,297,2,1
"7671",0,14,1193,7,122,297,2,1
"8329",0,15,1193,7,122,297,2,1
"8916",0,16,1193,7,122,297,2,1
"9951",0,17,1193,7,122,297,2,1
"10581",0,18,1193,7,122,297,2,1
"10599",0,19,1193,7,122,297,2,1
"10945",0,20,1193,7,122,353,2,2
"12339",0,21,1193,7,122,353,2,2
"12773",0,22,1193,7,122,353,2,2
"14733",0,23,1193,7,122,353,2,2
"110",0,1,164,3,25,149,0,1
"176",0,2,961,9,90,1019,1,1
"480",0,3,961,9,90,1019,1,1
"512",0,4,961,9,90,1019,1,2
"1186",0,5,961,9,90,1019,2,2
"2394",0,6,961,9,90,1019,2,2
"2569",0,7,1193,9,122,1019,2,2
"2796",0,8,2916,9,219,1664,2,3
"5219",0,9,2916,9,219,1664,2,4
"6124",0,10,2916,9,219,1664,2,5
"7872",0,11,2916,9,219,1664,2,5
"10984",0,12,2916,9,219,1664,2,6
"11320",0,13,2916,9,219,1664,2,7
"12928",1,14,2916,9,219,1664,2,7
"13491",0,15,2916,9,219,1664,2,8
"13656",0,17,2916,9,219,1664,2,8
"14269",1,18,2916,9,219,1664,2,9
"16710",0,19,2916,9,219,1664,2,10
"16765",0,20,2916,9,219,1664,2,11
"19921",0,21,2916,9,219,1664,2,11
"20662",0,22,2916,9,219,1664,2,12
"23261",1,23,2916,9,219,1664,2,13
"5276",0,1,961,9,90,1019,1,0
"5335",0,2,3975,9,730,1019,1,1
"5350",0,3,3975,9,730,1019,1,2
"5494",0,4,3975,9,730,1019,2,2
"5721",0,5,3975,9,730,1019,2,3
"5929",0,6,3975,9,730,1019,2,4
"6405",0,7,3975,9,730,1019,2,4
"6562",0,8,3975,9,730,1019,2,5
"6883",0,9,3975,9,730,1019,2,5
"7357",0,10,3975,9,730,1019,2,5
"10316",0,11,3975,9,730,1019,2,5
"10770",0,12,3975,9,730,1019,2,5
"11069",0,13,3975,9,730,1019,2,5
"11618",0,14,3975,9,730,1019,3,5
"18825",1,15,3975,9,730,1019,3,5
"29142",0,1,6026,10,697,826,1,0
"24516",0,1,3022,7,641,4321,0,1
"25814",0,2,3198,9,641,4321,1,1
"26006",1,3,3198,9,641,4321,2,1
"26440",0,4,3198,9,641,4321,2,1
"27602",0,5,3198,9,641,4321,3,1
"28140",0,6,3198,9,641,4321,3,1
"441",0,1,469,3,46,152,0,1
"1869",0,2,1247,9,283,2421,1,1
"3346",0,3,1247,9,283,2421,1,2
"3939",0,4,1247,9,283,2421,1,3
"4262",0,5,1247,9,283,2421,1,3
"4926",0,6,1247,9,283,2421,1,3
"6998",0,7,1247,9,283,2421,1,3
"7521",0,8,1247,9,283,2421,1,4
"15567",0,9,1247,9,283,2421,1,4
"15582",0,10,1247,9,283,2421,1,5
"24117",1,11,1247,9,283,2421,2,5
"25641",0,12,1247,9,283,2421,2,6
"3645",0,1,388,4,24,304,1,0
"9003",0,2,924,6,54,437,2,0
"23858",1,1,1,7,0,2,0,0
"26462",1,2,536,3,50,313,0,1
"11563",0,1,1997,6,309,858,0,1
"13340",0,2,1997,6,309,858,1,1
"13723",0,3,1997,6,309,858,1,1
"14920",1,4,1997,6,309,858,1,2
"27791",0,1,346,2,20,174,0,1
"27937",0,2,402,4,47,174,0,2
"27945",0,3,402,4,47,174,0,3
"28721",0,4,6026,10,697,826,1,3
"1928",0,1,603,3,33,194,0,0
"3902",0,2,603,3,46,194,0,1
"3982",1,3,1193,7,122,297,0,2
"5784",0,4,1193,7,122,297,0,2
"11335",0,5,1193,7,122,297,1,2
"4277",0,1,675,10,5,17,1,0
"4048",0,1,60,11,4,12,0,1
"11828",0,2,469,3,46,152,0,2
"17197",0,3,469,3,46,359,0,3
"520",0,1,313,1,15,250,1,0
"593",0,2,313,9,55,753,1,1
"752",0,3,397,9,55,753,1,2
"814",0,4,397,9,55,1360,2,2
"1143",1,6,427,9,55,1360,2,3
"6007",0,7,427,9,55,1360,2,4
"6069",0,8,427,9,55,1360,2,5
"6339",0,9,427,9,55,1360,2,5
"6726",0,11,427,9,55,1360,2,5
"6847",0,12,427,9,55,1360,2,5
"7238",0,13,427,9,55,1360,2,5
"7641",0,14,427,9,55,1360,2,5
"8095",0,15,427,9,55,1360,2,5
"8217",0,16,427,9,55,1360,2,5
"8278",0,17,427,9,55,1360,2,5
"11848",1,18,3975,9,730,1360,2,6
"14758",0,19,3975,9,730,1360,2,7
"26081",0,20,3975,9,730,1360,2,7
"27334",1,21,3975,9,730,1360,2,8
"29004",1,22,3975,9,730,1360,3,8
"565",0,1,185,9,8,103,0,1
"1010",0,2,185,9,8,103,1,1
"1110",0,3,185,3,8,110,2,1
"1202",0,4,526,3,30,250,3,1
"1276",0,5,526,3,30,250,3,1
"1325",0,6,526,3,30,250,3,1
"1780",0,7,526,3,30,250,3,1
"2621",0,8,1193,7,122,297,3,2
"3512",0,9,1193,7,122,297,3,3
"4129",0,10,1193,7,122,297,3,3
"5355",0,11,1193,7,122,297,3,3
"5725",0,12,1193,7,122,297,3,3
"5932",0,13,1193,7,122,297,3,4
"6223",0,14,1193,7,122,297,3,4
"6624",0,15,1193,7,122,297,3,4
"7170",0,16,1193,7,122,297,3,4
"7298",0,17,1193,7,122,475,3,5
"7428",0,18,1193,7,122,475,3,6
"8032",0,19,1193,7,140,481,3,7
"9437",0,20,1193,7,140,481,4,7
"9540",0,21,1193,7,140,481,4,8
"10233",0,22,1193,7,140,481,4,9
"10940",0,23,1193,7,140,481,5,9
"11960",0,24,1193,7,140,481,5,10
"16898",0,25,1193,7,140,516,6,10
"25088",0,26,1193,7,140,516,7,10
"28839",0,27,1193,7,140,516,7,11
"22296",0,1,6026,10,697,826,1,0
"25540",0,1,242,2,57,78,0,1
"26029",1,2,242,2,57,93,0,2
"28585",1,3,242,2,57,246,1,2
"552",0,1,21,9,5,62,1,0
"2288",0,2,252,9,55,753,1,1
"2327",0,3,2916,9,219,1664,1,2
"2391",1,4,2916,9,219,1664,1,3
"2619",0,5,2916,9,219,1664,1,4
"2893",0,6,2916,9,219,1664,1,5
"3019",0,7,2916,9,219,1664,1,5
"3709",0,8,2916,9,219,1664,1,5
"3917",0,9,2916,9,219,1664,2,5
"3938",0,10,2916,9,219,1664,2,5
"5139",1,11,2916,9,219,1664,2,5
"6061",0,12,3975,9,730,1664,2,6
"6502",0,13,3975,9,730,1664,3,6
"7310",0,14,3975,9,730,1664,3,7
